Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Algeria,DZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.68,88.87,89.4,90.3,90.97,91.09,91.56,92.06,92.42,92.41,92.49,92.47,92.83,93.1,92.7,92.62,..,..,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,99.3,98.8175735473633,98.8218383789063,98.8479919433594,98.7646604654583,98.9772567749023,99.0740356445313,99.1868896484375,99.4028701782227,99.6151351928711,99.6419219970703,99.5,..
Algeria,DZA,CO2 emissions (kt),EN.ATM.CO2E.KT,74770,80410,83840,84890,88990,93750,100520,103990,112770,113140,118140,126640,129910,138810,145970,143350,145100,151670,..,..
Algeria,DZA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.775682483189,99.7404291366082,99.7316064568209,99.7379391339997,99.6103138329027,99.7400186289448,99.7520839062203,99.8211363460024,99.8106194648149,99.8478347914606,99.8874756325738,99.8589173711226,99.9103649953028,99.9779167201605,..,..,..,..,..,..
Algeria,DZA,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,85.0373724582,..,..,..,..,97.464514286,..,..,..,..,109.7509497678,..,..,..,..,137.9203602082,..,..,..
American Samoa,ASM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,CO2 emissions (kt),EN.ATM.CO2E.KT,520,530,530,560,580,550,540,540,520,520,490,490,480,460,470,470,470,460,..,..
Andorra,AND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,37.96,38.49,39.24,39.94,40.75,41.39,41.91,42.58,43.32,44.1,44.8,45.36,46.15,46.67,47.36,48.05,..,..,..,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,20,26.3838691711426,27.4656352996826,28.5367603302002,29.5962238311768,30.6465549468994,37.5,38.49,33.8041839599609,34.8797264099121,34.6,37.1010246276855,38.2489929199219,32,42,41.7973785400391,43.0016098022461,45.29,45.6703147888184,..
Angola,AGO,CO2 emissions (kt),EN.ATM.CO2E.KT,12910,13620,18010,19290,18210,20340,23490,25080,27150,28530,29460,30250,32820,34630,35160,35410,30840,27340,..,..
Angola,AGO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,26.6792999769536,28.1478041542876,31.7214241193656,31.5616371865686,27.0837714677975,31.6746743551437,34.7424758172093,37.9607595728901,41.7993312438043,42.9925150346511,43.8497838995534,48.0100597690859,46.5085539184957,48.3055930097329,..,..,..,..,..,..
Angola,AGO,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,1.7679575597,..,..,..,..,1.8718832891,..,..,..,..,1.8718832891,..,..,..,..,1.8718832891,..,..,..
Antigua and Barbuda,ATG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,96.97,97.2,97.4,97.57,97.7,97.9,98.03,98.1,98.24,98.34,98.43,98.48,98.55,98.61,98.67,98.75,..,..,..,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.6011047363281,100,97.8656997680664,97.9826278686523,92.2,100,100,100,98.4790573120117,98.6004028320313,94.5520140336941,100,100,100,100,100,100,99.9997253417969,100,..
Antigua and Barbuda,ATG,CO2 emissions (kt),EN.ATM.CO2E.KT,350,390,410,400,410,440,460,480,1390,490,510,720,470,480,490,500,500,530,..,..
Antigua and Barbuda,ATG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,8.5,..,..,..,..,9.4230769231,..,..,..,..,8.4615384615,..,..,..,..,8.4615384615,..,..,..
Argentina,ARG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.21,95.62,96.02,96.28,96.68,96.84,97.02,97.34,97.49,97.63,97.82,97.94,98.1,98.16,98.29,98.4,..,..,..,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.5110634674458,96.0472869873047,96.3346328735352,96.6113433837891,96.8763885498047,97.1323013305664,97.3851699829102,97.6412200927734,97.9066848754883,98.82,99.0802001953125,99.2288589477539,99.3562240600586,100,99.8116836547852,99.9560165405273,100,100,100,..
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,124870,117470,128360,141850,146320,155370,163630,168150,157440,168140,177260,178530,184000,179910,186090,184280,180120,177410,..,..
Argentina,ARG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,85.9945441146675,85.8034079487598,86.0147138119322,89.3249676255497,89.0532841465512,88.653227962763,89.2253784916497,90.6517893541905,89.6119931478185,89.503243212831,88.8538111244916,89.0249070672489,88.9660644106576,87.7224074796892,..,..,..,..,..,..
Argentina,ARG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,8.7942294014,..,..,..,..,9.7175421959,..,..,..,..,10.4566640772,..,..,..,..,10.4566640772,..,..,..
Armenia,ARM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,83.79,85.48,86.88,88.6,89.72,90.91,91.67,92.55,93.33,94.04,94.77,95.1,95.69,96.12,96.62,96.9,..,..,..,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,98,99.2257995605469,99.2409362792969,99.8,99.2387390136719,99.2300262451172,99.2245025634766,99.2283935546875,99.8,99.6043548583984,99.6170349121094,99.42,99.71,100,99.8,99.7,99.9,100,..
Armenia,ARM,CO2 emissions (kt),EN.ATM.CO2E.KT,3600,3120,3500,3760,4460,4490,5200,5690,4510,4340,4940,5720,5500,5480,5340,5070,5320,5550,..,..
Armenia,ARM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,71.1767448005604,61.8060966393765,65.7106212999384,66.9014276132531,68.0984178691466,67.4958082381311,70.5525640010011,73.2861329083986,68.205458300287,67.4011084886,71.549929885755,77.3329432877543,75.4928438218553,74.5618657137382,..,..,..,..,..,..
Armenia,ARM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,34.9404881985,..,..,..,..,60.7625579988,..,..,..,..,59.3302400646,..,..,..,..,57.7970546702,..,..,..
Aruba,ABW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,93.3562921509542,100,100,100,100,100,100,100,100,100,..
Aruba,ABW,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Australia,AUS,CO2 emissions (kt),EN.ATM.CO2E.KT,344960,352890,351990,365270,369510,375060,385370,388500,394950,387350,385770,385770,379270,369880,375970,383960,387200,386620,..,..
Australia,AUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,98.0530884338196,95.8902147872363,93.88602451318,94.0682126712093,94.2158521823241,94.2831654466102,94.293103951311,94.3514882269806,95.5100585349929,94.4247422153125,94.421655861136,94.3770061151001,93.70804882449,93.386835655426,89.6256301102374,..,..,..,..,..
Australia,AUS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,8.3479225305,..,..,..,..,6.498632891,..,..,..,..,6.1997051334,..,..,..,..,6.4113389626,..,..,..
Austria,AUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,67910,69370,74460,75800,76240,74100,71240,70730,64420,69960,68270,65110,65750,61990,63150,63390,65830,63180,..,..
Austria,AUT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,76.8963890335462,77.3108741675121,78.1444293048315,77.699293658191,77.0304294299819,74.6983342403424,72.6297785377108,71.5548631026855,69.8365077164139,70.2670570317288,69.1541833994512,67.3025067863473,66.2538035085394,64.8131564661468,65.6618219894727,..,..,..,..,..
Austria,AUT,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,9.8839458414,..,..,..,..,9.7336971539,..,..,..,..,9.6435479414,..,..,..,..,9.6435479414,..,..,..
Azerbaijan,AZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,76.11,78.64,80.9,83.01,84.79,86.11,87.67,89.21,90.38,91.38,92.25,92.96,93.71,94.44,95.1,95.54,..,..,..,..
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.623420715332,100,98.9778518676758,99.1396942138672,99.2898788452148,99.5,99.5689163208008,99.7101058959961,99.8607025146484,99.9470596313477,99.9,100,100,100,100,100,100,100,100,..
Azerbaijan,AZE,CO2 emissions (kt),EN.ATM.CO2E.KT,38720,38130,34340,34090,36650,34170,27510,29580,25140,24150,28560,30760,31390,32630,32170,32660,31970,32020,..,..
Azerbaijan,AZE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,98.3921182899603,97.3146739728947,96.9492359889219,97.134998981277,97.1165437641463,97.6056206360843,97.764698530017,98.3024770701215,97.9165307110792,96.9324916140822,97.8625715488742,98.4767015665508,98.2112327190642,98.3659900265556,..,..,..,..,..,..
Azerbaijan,AZE,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,44.4910576286,..,..,..,..,54.1841466107,..,..,..,..,52.8593508501,..,..,..,..,56.4433649812,..,..,..
"Bahamas, The",BHS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
"Bahamas, The",BHS,CO2 emissions (kt),EN.ATM.CO2E.KT,2130,2280,2250,2160,2020,2020,2070,2110,6020,2080,2420,3640,3110,2620,2370,2190,2150,2260,..,..
"Bahamas, The",BHS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Bahrain,BHR,CO2 emissions (kt),EN.ATM.CO2E.KT,16390,17220,17960,17930,20700,22500,23010,24770,24730,25980,26030,26570,28760,30220,30600,30200,30380,30750,..,..
Bahrain,BHR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.9544940041026,..,99.0588834569174,..,..,..,97.8317719489417,..,99.7824484296435,..,98.78594550788,..,..,99.3658471741274,..,..,..,..,..,..
Bahrain,BHR,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,220.6139478338,..,..,..,..,187.092476489,..,..,..,..,163.7382445141,..,..,..,..,133.7068965517,..,..,..
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,7.78,8.16,8.73,9.2,9.74,10.36,10.92,11.59,12.2,12.9,13.63,14.33,15.06,15.96,16.68,17.72,..,..,..,..
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,35.1092720031738,37.8819580078125,40.6451797485352,40.6,44.23,50.5251024590164,46.5,54.3311195373535,57.0724601745605,55.26,59.6,65.4136657714844,61.5,62.4,74.4400787353516,75.92,88,91.8,92.2,..
Bangladesh,BGD,CO2 emissions (kt),EN.ATM.CO2E.KT,25780,27430,28630,30530,32710,35900,37990,41580,44750,50580,54420,57990,60580,63800,71690,73740,78710,82760,..,..
Bangladesh,BGD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,60.7230370992214,61.0466409333535,62.3942704009831,62.4846473380633,63.3403529134445,65.3308779541877,66.4171254531215,67.5800380220186,69.0060269775615,70.969404481067,71.6488390867616,72.6837803852608,72.8616719317204,73.7689379450086,..,..,..,..,..,..
Bangladesh,BGD,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,5.7233394816,..,..,..,..,5.7233394816,..,..,..
Barbados,BRB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,97.66,97.91,98.16,98.35,98.49,98.65,98.8,98.92,99.01,99.08,99.17,99.24,99.3,99.36,99.41,99.44,..,..,..,..
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,99.9988250732422,99.990478515625,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Barbados,BRB,CO2 emissions (kt),EN.ATM.CO2E.KT,1320,1370,1380,1360,1420,1470,1480,1780,4620,1590,1670,2210,1480,1290,1290,1310,1200,1250,..,..
Barbados,BRB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,101.25,..,..,..,..,87.5,..,..,..,..,87.5,..,..,..,..,87.5,..,..,..
Belarus,BLR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,94.36,94.84,95.32,95.7,96.13,96.43,96.75,96.93,97.19,97.43,97.57,97.69,97.85,97.91,98.01,98.18,..,..,..,..
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Belarus,BLR,CO2 emissions (kt),EN.ATM.CO2E.KT,51740,51770,52550,55770,56480,58810,57350,60270,57200,61470,58350,59790,59930,59470,54890,55210,56240,59310,..,..
Belarus,BLR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,91.2303339951224,92.0280213771872,92.190850626206,93.5856552985175,92.6726429250754,92.5839339124781,92.341801762508,93.1867718536784,91.7790718102573,91.9955359666712,91.3924705961574,91.0472704631043,90.6720403103935,92.4403750165292,..,..,..,..,..,..
Belarus,BLR,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,5.8820039552,..,..,..,..,5.4146341463,..,..,..,..,5.0274664909,..,..,..,..,4.6044825313,..,..,..
Belgium,BEL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,118340,110850,115500,114020,110610,108650,104590,106930,99670,106470,95570,94960,96610,90160,95200,94320,92770,93470,..,..
Belgium,BEL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,75.6282926275786,74.4701814763315,75.232845873978,75.0194585935233,74.7639489844314,73.9425114862405,72.6665499302844,73.3936320880596,72.6400231167136,72.7936170372105,70.2544959262826,71.1157141124069,70.820305796114,72.6525048356486,75.8707843536824,..,..,..,..,..
Belgium,BEL,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,82.7481572482,..,..,..,..,76.3390663391,..,..,..,..,65.1105651106,..,..,..,..,49.0663390663,..,..,..
Belize,BLZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,78.87,79.42,80.01,80.57,80.98,81.47,82.07,82.48,82.82,83.31,83.78,84.17,84.54,84.84,85.18,85.43,..,..,..,..
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.2023468017578,81.0609817504883,81.91015625,82.7486953735352,83.5755615234375,90.9885308574549,85.2079925537109,86.0258636474609,86.853157043457,89.9172243747798,91.6817359855335,90.9891204833984,91.1673278808594,91.3788757324219,91.8,93.2182083129883,94.1898422241211,91.72,92.72,..
Belize,BLZ,CO2 emissions (kt),EN.ATM.CO2E.KT,530,520,510,440,470,510,530,500,1460,560,640,690,500,490,660,650,650,680,..,..
Belize,BLZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,1.2602944847,..,..,..,..,1.2602944847,..,..,..,..,1.2602944847,..,..,..,..,1.2602944847,..,..,..
Benin,BEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2.06,2.28,2.58,2.89,3.24,3.49,3.91,4.19,4.46,4.78,4.99000000000001,5.34,5.58,5.85,6.06,6.44,..,..,..,..
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.9,23.4730834960938,24.4260711669922,25.3684177398682,26.2991008758545,27.9,28.1391525268555,29.0608386993408,29.9919452667236,34.2,36.9,38.4,34.65625,34.1,29.62,37.0836868286133,34.5,39.2386016845703,40.3187408447266,..
Benin,BEN,CO2 emissions (kt),EN.ATM.CO2E.KT,1840,2120,2380,2530,2780,3830,4390,4350,4700,5080,4980,4740,5020,5510,5990,7230,7360,7910,..,..
Benin,BEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,27.4652770202784,29.6471225919176,32.0774443011719,32.8223793969496,31.0497602314262,36.3254111857721,39.6692503365258,39.0758613914131,39.8016789157276,41.5541857358705,39.4308677774566,36.1727707383108,36.4750688056578,36.7245813253448,..,..,..,..,..,..
Benin,BEN,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,0.975243811,..,..,..,..,0.975243811,..,..,..,..,0.975243811,..,..,..,..,0.975243811,..,..,..
Bermuda,BMU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Bermuda,BMU,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,4.24,..,..,..,..,..,..
Bhutan,BTN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,33.34,35.16,36.36,38.11,39.58,40.85,41.81,43.54,44.98,46.33,47.2,48.11,49.76,50.65,51.75,52.5,..,..,..,..
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.0915107727051,44.0430145263672,41.1,51.9164543151855,59.8081116441343,59.7467956542969,71.8,67.5650863647461,71.4852447509766,73.2829108748978,81.6879959106445,91.5,87.3711471557617,91.3994827270508,95.4438934326172,99.500358581543,97.7,99.9687728881836,100,..
Bhutan,BTN,CO2 emissions (kt),EN.ATM.CO2E.KT,360,400,360,310,410,400,390,400,370,470,670,760,850,940,960,1230,1330,1380,..,..
Bhutan,BTN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,1.4138075314,..,..,..,..,1.4138075314,..,..,..
Bolivia,BOL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,66.5,67.76,69.01,70.11,71.49,72.6,73.66,74.69,75.8,76.55,77.59,78.52,79.5,80.45,62.55,64,..,..,..,..
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.258539,63.996855,72.3,76.0442504882813,68.288209,76.211281,80.156567,84.674991,86.765597,88.3128128051758,88.335943,90.387375,89.505686,90.038729,91.522822,91.8,91.8,92.8,96.3031005859375,..
Bolivia,BOL,CO2 emissions (kt),EN.ATM.CO2E.KT,7890,8230,9110,9420,10070,11160,12040,13020,13870,15040,16450,17250,18560,20170,20410,21610,22250,22710,..,..
Bolivia,BOL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,77.1983506392884,80.8602388372084,81.9913361304719,81.6247071695969,83.2741378211675,85.9585275210356,82.0478658632133,82.6045009456111,80.9594174797321,82.320428678723,82.995621325459,83.5255730340785,84.1808992754079,84.1532899868775,..,..,..,..,..,..
Bolivia,BOL,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,1.126490383,..,..,..,..,1.1689670094,..,..,..,..,1.1770011274,..,..,..,..,1.1770011274,..,..,..
Bosnia and Herzegovina,BIH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,39.56,41.48,42.57,44.63,45.7,47.63,49.34,50.79,52.48,54.24,55.89,57.44,58.82,60.38,62.22,63.38,..,..,..,..
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,98.5,100,100,100,99.3872769868445,99.7,100,100,100,99.705780546902,100,99.5,100,99.7,100,100,100,100,..
Bosnia and Herzegovina,BIH,CO2 emissions (kt),EN.ATM.CO2E.KT,13760,14560,14860,15570,16230,17910,18890,20760,20590,20840,23740,21960,21850,19490,19610,22340,22650,22540,..,..
