DBCODE,ENTITY,YEAR,SITECODE,SECTION,REACH,PASS,UNITNUM,UNITTYPE,VERT_INDEX,PITNUMBER,SPECIES,LENGTH1,LENGTH2,WEIGHT,CLIP,SAMPLEDATE,NOTES
AS006,1,1987,MACKCC-L,CC,L,1,5,C,2,,ONCL,116,,12.5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,5,C,3,,ONCL,134,,19.5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,5,C,4,,ONCL,63,,2.6,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,1,,ONCL,101,,9.55,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,2,,ONCL,58,,2,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,3,,ONCL,52,,1.25,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,4,,ONCL,28,,6.3,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,5,,ONCL,65,,2.35,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,6,,ONCL,61,,1.9,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,7,,ONCL,62,,2.15,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,8,,ONCL,135,,19.4,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,9,,ONCL,61,,2.3,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,10,,ONCL,106,,10.75,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,11,,ONCL,88,,5.2,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,12,,ONCL,103,,9.6,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,13,,ONCL,107,,9.5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,14,,ONCL,53,,1.65,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,15,,ONCL,81,,4.5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,16,,ONCL,58,,1.7,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,17,,ONCL,68,,2.45,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,18,,ONCL,57,,2.15,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,19,,ONCL,65,,2.7,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,20,,ONCL,59,,1.65,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,21,,ONCL,51,,1.45,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,22,,ONCL,59,,1.25,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,23,,ONCL,58,,1.25,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,24,,ONCL,58,,1.85,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,25,,ONCL,53,,1.65,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,26,,ONCL,55,,1.75,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,27,,ONCL,58,,2,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,28,,ONCL,55,,1.7,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,1,6,SC,29,,ONCL,57,,1.85,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,1,R,1,,ONCL,61,,2.15,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,1,R,2,,ONCL,98,,9.65,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,1,R,3,,ONCL,92,,6.95,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,1,R,4,,ONCL,92,,6.95,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,1,R,5,,ONCL,121,,16.8,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,1,R,6,,ONCL,106,,10,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,2,C,1,,ONCL,96,,7.35,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,2,C,2,,ONCL,97,,8.5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,2,C,3,,ONCL,101,,8.7,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,4,P,1,,ONCL,57,,2.15,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,4,P,2,,ONCL,122,,15.25,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,4,P,3,,ONCL,102,,11.3,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,4,P,4,,ONCL,119,,18.5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,4,P,5,,ONCL,158,,33.6,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,5,C,1,,ONCL,85,,5,NONE,10/7/87,
AS006,1,1987,MACKCC-L,CC,L,2,6,SC,1,,ONCL,55,,1.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,1,,ONCL,59,,1.85,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,2,,ONCL,95,,7.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,3,,ONCL,108,,10.45,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,4,,ONCL,114,,11.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,5,,ONCL,115,,15.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,6,,ONCL,166,,37.15,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,7,,ONCL,145,,27.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,8,,ONCL,184,,64.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,9,,ONCL,140,,23.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,10,,ONCL,151,,31.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,11,,ONCL,133,,19.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,12,,ONCL,124,,17.15,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,13,,ONCL,130,,19.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,14,,ONCL,88,,6.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,15,,ONCL,107,,10.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,16,,ONCL,94,,6.85,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,17,,ONCL,69,,3.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,18,,ONCL,57,,2.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,19,,ONCL,92,,6.05,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,7,P,20,,ONCL,89,,6.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,1,,ONCL,60,,1.95,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,2,,ONCL,147,,30.15,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,3,,ONCL,150,,28.1,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,4,,ONCL,56,,1.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,5,,ONCL,62,,2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,6,,ONCL,53,,1.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,7,,ONCL,57,,2.15,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,8,,ONCL,52,,1.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,9,,ONCL,101,,8.6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,10,,ONCL,100,,9.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,11,,ONCL,112,,12.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,12,,ONCL,136,,21.05,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,13,,ONCL,133,,22.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,14,,ONCL,94,,7.15,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,15,,ONCL,52,,1.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,16,,ONCL,97,,7.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,17,,ONCL,106,,9.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,18,,ONCL,85,,5.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,19,,ONCL,105,,9.75,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,20,,ONCL,143,,24,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,21,,ONCL,148,,28.9,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,22,,ONCL,96,,7.6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,23,,ONCL,122,,15.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,24,,ONCL,127,,17.1,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,8,C,25,,ONCL,117,,13.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,1,,ONCL,65,,2.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,2,,ONCL,65,,2.45,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,3,,ONCL,98,,9.35,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,4,,ONCL,131,,21.3,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,5,,ONCL,120,,15.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,6,,ONCL,139,,27.75,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,7,,ONCL,95,,8.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,8,,ONCL,88,,6.3,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,9,,ONCL,61,,2.15,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,10,,ONCL,63,,2.1,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,11,,ONCL,105,,10.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,12,,ONCL,63,,2.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,13,,ONCL,59,,2.35,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,14,,ONCL,60,,1.9,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,15,,ONCL,53,,1.6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,16,,ONCL,71,,3.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,17,,ONCL,56,,1.6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,18,,ONCL,61,,2.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,9,SC,19,,ONCL,51,,1.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,1,,ONCL,98,,8.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,2,,ONCL,43,,0.45,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,3,,ONCL,51,,1.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,4,,ONCL,53,,1.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,5,,ONCL,144,,25.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,6,,ONCL,131,,20.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,7,,ONCL,131,,19.75,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,8,,ONCL,106,,9.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,9,,ONCL,120,,14.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,10,,ONCL,165,,40.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,11,,ONCL,48,,1.05,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,12,,ONCL,49,,1.2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,10,P,13,,ONCL,62,,2.75,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,1,,ONCL,72,,3.6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,2,,ONCL,128,,19.3,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,3,,ONCL,47,,1.1,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,4,,ONCL,126,,18.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,5,,ONCL,99,,8.95,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,6,,ONCL,86,,6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,7,,ONCL,130,,18.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,8,,ONCL,123,,16.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,9,,ONCL,104,,10.05,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,10,,ONCL,66,,2.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,1,11,C,11,,ONCL,65,,2.75,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,7,P,1,,ONCL,132,,19.55,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,7,P,2,,ONCL,124,,16,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,7,P,3,,ONCL,123,,16.05,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,7,P,4,,ONCL,95,,8.85,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,7,P,5,,ONCL,63,,2.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,1,,ONCL,107,,10.75,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,2,,ONCL,91,,6.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,3,,ONCL,93,,6.8,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,4,,ONCL,102,,8.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,5,,ONCL,92,,6.35,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,6,,ONCL,91,,6.45,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,7,,ONCL,60,,2.5,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,8,C,8,,ONCL,53,,1.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,1,,ONCL,60,,2,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,2,,ONCL,104,,12.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,3,,ONCL,51,,1.25,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,4,,ONCL,86,,6.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,5,,ONCL,116,,14.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,6,,ONCL,105,,10.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,9,SC,7,,ONCL,57,,1.65,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,10,P,1,,ONCL,64,,2.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,10,P,2,,ONCL,55,,1.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,10,P,3,,ONCL,118,,14.4,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,10,P,4,,ONCL,104,,9.05,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,11,C,1,,ONCL,58,,1.7,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,11,C,2,,ONCL,63,,2.6,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,11,C,3,,ONCL,69,,3,NONE,10/7/87,
AS006,1,1987,MACKCC-M,CC,M,2,11,C,4,,ONCL,57,,2.2,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,1,,ONCL,89,,5.9,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,2,,ONCL,63,,2.95,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,3,,ONCL,76,,3.65,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,4,,ONCL,72,,3.35,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,5,,ONCL,109,,11,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,6,,ONCL,108,,10.6,NONE,10/7/87,"P-12, S-13, P-14 OMITTED IN 1987 TO SAMPLE UPPER BEAVER INFLUENCE AREA"
AS006,1,1987,MACKCC-U,CC,U,1,15,C,7,,ONCL,112,,13.1,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,8,,ONCL,145,,28.2,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,9,,ONCL,86,,5.9,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,10,,ONCL,81,,4.6,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,11,,ONCL,97,,7.85,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,12,,ONCL,96,,7.55,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,13,,ONCL,99,,8.15,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,14,,ONCL,129,,18.3,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,15,,ONCL,142,,27,NONE,10/7/87,
AS006,1,1987,MACKCC-U,CC,U,1,15,C,16,,ONCL,124,,16.95,NONE,10/7/87,
